,title,Rate,No_of_Ratings,Format,ReleaseYear,Directed_By,Starring,Price
186,Batman v Superman: Dawn of Justice,4.5,26055,Prime Video,2016.0,Zack Snyder,"Ben Affleck,Henry Cavill,Amy Adams,Jesse Eisenberg",3.99
187,Alex Cross,4.5,3667,Prime Video,2012.0,Rob L. Cohen,"Tyler Perry,Matthew Fox,Edward Burns,Rachel Nichols",3.99
188,Blue Beetle,4.4,280,Prime Video,2023.0,Angel Manuel Solo,"Xolo Maridue,Adriana Barraza,Dami Alc?zar",19.99
189,Jailer,4.0,101,Prime Video,2023.0,Nelson,"Rajinikanth,Ramya Krishnan,Vinayakan,Vasanth Ravi",19.99
190,Transformers: Age Of Extinction,4.6,33799,Prime Video,2014.0,Michael Bay,"Mark Wahlberg,Nicola Peltz Beckham,Stanley Tucci",19.99
191,King Richard,4.6,10435,Prime Video,2021.0,Reinaldo Marcus Green,"Will Smith,Aunjanue Ellis,Saniyya Sidney",3.79
192,Son of Bigfoot,4.6,1612,Prime Video,2018.0,"JÃ©rÃ©mie Degruson,Ben Stassen","Pappy Faulkner,Chris Parson,Terrence Stone",3.79
193,DIVINE INTERVENTION,5.0,4,Prime Video,2023.0,"Pedro Pablo Ibarra, ""Pitipol Ybarra""","AdriÃ¡n Uribe,Memo Villegas,Jorge PerugorrÃ­a",3.79
194,Wild Target,4.4,1465,Prime Video,2010.0,Jonathan Lynn,"Bill Nighy,Emily Blunt,Rupert Grint,Rupert Everett",3.99
195,Coraline,4.8,56738,Prime Video,2009.0,Henry Selick,"Dakota Fanning,Teri Hatcher,Jennifer Saunders",2.99
196,The Flash,4.2,6167,Prime Video,2023.0,Andy Muschietti,"Michael Keaton,Antje Traue,Kiersey Clemons",5.99
197,Moneyball,4.7,12114,Prime Video,2011.0,Bennett Miller,"Brad Pitt,Jonah Hill,Philip Seymour Hoffman",3.59
198,Storm Warning,4.1,327,Prime Video,2007.0,Jamie Blanks,"Nadia FarÃ¨s,Robert Taylor,David Lyons",3.59
199,Miles and Lies,4.9,40,Prime Video,2023.0,Celso GarcÃ­a,"Cassandra Sanchez-Navarro,David Chocarro",3.59
200,Picture This,4.4,811,Prime Video,2008.0,Stephen Herek,"Ashley Tisdale,Robbie Amell,Kevin Pollak",3.59
201,Scooby-Doo 2: Monsters Unleashed,4.7,8497,Prime Video,2004.0,Raja Gosnell,"Freddie Prinze, Jr.,Sarah Michelle Gellar",3.79
202,Fled,4.6,278,Prime Video,1996.0,Kevin Hooks,"Laurence Fishburne,Stephen Baldwin,Will Patton",3.79
203,Gran Turismo: Based on a True Story - Bonus X-Ray Edition,4.8,162,Prime Video,2023.0,Neill Blomkamp,"David Harbour,Orlando Bloom,Archie Madekwe",14.99
204,Candyman,4.0,27734,Prime Video,2021.0,Nia DaCosta,"Yahya Abdul-Mateen II,Teyonah Parris",3.99
205,Monster High 2,4.1,4,Prime Video,2023.0,Todd Holland,"Miia Harris,Ceci Balagot,Nayah Damasen",3.99
206,Pixels,4.6,20599,Prime Video,2015.0,Chris Columbus,"Adam Sandler,Kevin James,Michelle Monaghan",3.99
207,Skin: A History of Nudity in the Movies,4.1,318,Prime Video,2020.0,Danny Wolf,"Kevin Smith,Malcolm McDowell,Amy Heckerling",3.99
208,Dr. No,4.6,5259,Prime Video,1962.0,Terence Young,"Sean Connery,Ursula Andress,Bernard Lee",3.99
209,Hoodlum,4.6,1592,Prime Video,1997.0,Bill Duke,"Laurence Fishburne,Tim Roth,Vanessa Williams",3.99
210,Miles and Lies,4.9,40,Prime Video,2023.0,Celso GarcÃ­a,"Cassandra Sanchez-Navarro,David Chocarro",3.99
211,Beetlejuice,4.8,71886,Prime Video,1988.0,Tim Burton,"Michael Keaton,Alec Baldwin,Geena Davis,Winona Ryder",3.79
212,After.Life,4.2,2061,Prime Video,2009.0,Agnieszka Wojtowicz-Vosloo,"Christina Ricci,Justin Long,Liam Neeson",3.79
213,Jailer,4.0,101,Prime Video,2023.0,Nelson,"Rajinikanth,Ramya Krishnan,Vinayakan,Vasanth Ravi",3.79
214,A Quiet Place Part II,4.7,10350,Prime Video,2021.0,John Krasinski,"Emily Blunt,Cillian Murphy,Millicent Simmonds",3.29
215,Quest for Fire,4.5,2693,Prime Video,1982.0,ean-Jacques Annaud,"Everett McGill,Ron Perlman,Nicholas Kadi",3.99
216,Braven,4.4,6011,Prime Video,2018.0,Lin Oeding,"Jason Momoa,Zahn McClarnon,Jill Wagner,Stephen Lang",3.99
217,Widows,4.4,6692,Prime Video,2018.0,Steve McQueen,"Viola Davis,Michelle Rodriguez,Elizabeth Debicki",3.99
218,The Sisterhood of the Traveling Pants,4.7,3182,Prime Video,2005.0,Ken Kwapis,"Amber Tamblyn,America Ferrera,Blake Lively",3.79
219,jackass forever,4.3,11250,Prime Video,2022.0,Jeff Tremaine,"Johnny Knoxville,Steve-O,Chris Pontius,Dave England",2.79
220,Saw IV,4.6,1503,Prime Video,2007.0,Darren Lynn Bousman,"Tobin Bell,Scott Patterson,Betsy Russell",3.99
221,Contraband,4.6,4301,Prime Video,2012.0,"Baltasar KormÃ¡kur,Baltasar Kormakur","Kate Beckinsale,Mark Wahlberg,Ben Foster",3.99
222,A-X-L,4.5,4117,Prime Video,2018.0,Oliver Daly,"Alex Neustaedter,Thomas Jane",3.99
223,My Big Fat Greek Wedding 3,4.0,158,Prime Video,2023.0,Nia Vardalos,"Nia Vardalos,John Corbett,Louis Mandylor,Lainie Kazan",19.99
224,Nacho Libre,4.8,8492,Prime Video,2006.0,Jared Hess,"Jack Black,Peter Storemare",3.99
225,Batman v Superman: Dawn Of Justice Ultimate Edition,4.5,10126,Prime Video,2016.0,Zack Snyder,"Ben Affleck,Henry Cavill,Amy Adams,Jesse Eisenberg",3.99
226,The Super,4.7,135,Prime Video,1991.0,Rod Daniel,Joe Pesci,3.99
227,Killers,4.6,2742,Prime Video,2010.0,Robert Luketic,"Ashton Kutcher,Katherine Heigl,Tom Selleck",3.59
228,Dear Zoe,4.5,570,Prime Video,2022.0,Gren Wells,"Sadie Sink,Theo Rossi,Kweku Collins,Vivien Lyra Blair",5.99
229,Insidious: The Red Door,4.1,3618,Prime Video,2023.0,Patrick Wilson,"Patrick Wilson,Rose Byrne,Ty Simpkins,Lin Shaye",5.99
230,Deep Blue Sea,4.6,6999,Prime Video,1999.0,Renny Harlin,"Saffron Burrows,Thomas Jane,LL Cool J",3.79
231,Kick-Ass 2,4.6,1245,Prime Video,2013.0,Jeff Wadlow,"Aaron Taylor-Johnson,Christopher Mintz-Plasse",3.79
232,The Ranch,5.0,1,Prime Video,2004.0,Susan Seidelman,"Jennifer Aspen,Jessica Collins",3.79
233,The Day After Tomorrow,4.7,16779,Prime Video,2004.0,Roland Emmerich,"Dennis Quaid,Jake Gyllenhaal,Ian Holm,Emmy Rossum",3.79
234,The Ride,4.8,1915,Prime Video,2020.0,Alex Ranarivelo,"Shane Graham,Ludacris,Sasha Alexander",3.79
235,The Infiltrator,4.4,6281,Prime Video,2016.0,Brad Furman,"Bryan Cranston,John Leguizamo,Diane Kruger,Amy Ryan",2.89
236,Friday,4.8,27590,Prime Video,1995.0,F. Gray,"Ice Cube,Chris Tucker,Nia Long",2.89
237,A-X-L,4.5,4117,Prime Video,2018.0,Oliver Daly,"Alex Neustaedter,Thomas Jane",2.89
238,Dr. No,4.6,5259,Prime Video,1962.0,Terence Young,"Sean Connery,Ursula Andress,Bernard Lee",2.89
239,Coneheads,4.8,5232,Prime Video,1993.0,Steve Barron,"Dan Aykroyd,Jane Curtin",3.39
240,Coneheads,4.8,5232,Prime Video,1993.0,Steve Barron,"Dan Aykroyd,Jane Curtin",3.39
241,The Ride,4.8,1915,Prime Video,2020.0,Alex Ranarivelo,"Shane Graham,Ludacris,Sasha Alexander",3.39
242,The Infiltrator,4.4,6281,Prime Video,2016.0,Brad Furman,"Bryan Cranston,John Leguizamo,Diane Kruger,Amy Ryan",2.89
243,Scream,4.4,32182,Prime Video,2022.0,"Matt Bettinelli-Olpin,Tyler Gillett","Neve Campbell,Courteney Cox,David Arquette",3.29
244,Pretty Crazy,4.6,11,Prime Video,2023.0,Maurice Mo' Jones,"Chris Taylor,Corin Clay,Jasmine Dunlap,Joel Q",3.29
245,Red Eye,4.5,2963,Prime Video,2005.0,Wes Craven,"Rachel McAdams,Cillian Murphy,Brian Cox,Jayma Mays",3.79
246,Texas Killing Fields,4.3,1705,Prime Video,2011.0,Ami Canaan Mann,"Sam Worthington,Jeffrey Dean Morgan",3.79
247,Suicide Squad (Extended Cut),4.7,7649,Prime Video,2016.0,David Ayer,"Will Smith,Jared Leto,Margot Robbie,Joel Kinnaman",14.99
248,Remember Me,4.6,3700,Prime Video,2010.0,Allen Coulter,"Robert Pattinson,Emilie de Ravin,Chris Cooper",14.99
249,Come Play,4.3,15175,Prime Video,2020.0,Jacob Chase,"Azhy Robertson,Gillian Jacobs,John Gallagher Jr.",14.99
250,My Spy,4.3,3531,Prime Video,2020.0,Peter Segal,"Dave Bautista,Chloe Coleman,Ken Jeong,Kristen Schaal",14.99
251,Finding You,4.4,3104,Prime Video,2021.0,Brian Baugh,"Rose Reid,Jedidiah Goodacre,Katherine McNamara",3.99
252,Maya The Bee,4.6,4305,Prime Video,2015.0,Alexs Stadermann,"Kodi Smit-McPhee,Richard Roxburgh,Miriam Margolyes",3.99
253,Spider-Man: Across The Spider-Verse - Bonus X-Ray Edition,4.8,5934,Prime Video,2023.0,"Joaquim Dos Santos,Kemp Powers,Justin K. Thompson","Shameik Moore,Hailee Steinfeld,Brian Tyree Henry",5.99
254,Medusa's Mystery,4.0,1,Prime Video,2019.0,Christian Faure,"Nicolas Gob,Thomas Jouannet,Ã‰va Darlan,Michel Cordes",5.99
255,Daisies In December,4.9,10,Prime Video,1995.0,Mark Haber,"Joss Ackland,Jean Simmons",5.99
256,Last Night in Soho,4.4,6976,Prime Video,2021.0,Edgar Wright,"Thomasin McKenzie,Anya Taylor-Joy,Matt Smith",5.99
257,13 Hours,4.8,8357,Prime Video,2016.0,---,"John Krasinski,James Badge Dale,Pablo Schreiber",3.79
258,Killer Klowns from Outer Space,4.7,5260,Prime Video,1988.0,Stephen Chiodo,"Grant Cramer,Suzanne Snyder",3.79
259,The Chronicles of Riddick,4.7,7610,Prime Video,2004.0,David Twohy,"Vin Diesel,Thandie Newton,Karl Urban,Colm Feore",3.79
260,October Sky,4.8,7872,Prime Video,1999.0,Joe Johnston,"Jake Gyllenhaal,Chris Cooper,Laura Dern",3.79
261,Casino Royale,4.7,11395,Prime Video,2006.0,---,"Daniel Craig (James Bond),Eva Green (Vesper Lynd)",3.89
262,Daisies In December,4.9,10,Prime Video,1995.0,Mark Haber,"Joss Ackland,Jean Simmons",3.89
263,Mean Girls,4.7,43165,Prime Video,2004.0,Mark Waters,"Lindsay Lohan,Rachel McAdams,Tim Meadows,Ana Gasteyer",3.79
264,Transporter 3,4.7,1431,Prime Video,2008.0,Olivier Megaton,"Jason Statham,Natalya Rudakova,Francois Berleand",3.79
265,Land,4.3,12361,Prime Video,2021.0,Robin Wright,"Sarah Dawn Pledge,Robin Wright,DemiÃ¡n Bichir",3.79
266,Left Behind,4.3,3436,Prime Video,2014.0,Vic Armstrong,"Nicolas Cage,Chad Michael Murray,Cassi Thomson",3.79
267,Medusa's Mystery,4.0,1,Prime Video,2019.0,Christian Faure,"Nicolas Gob,Thomas Jouannet,Ã‰va Darlan,Michel Cordes",3.79
268,Skyfall,4.7,36189,Prime Video,2012.0,Sam Mendes,"Daniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes",3.99
269,Wrath of Becky,4.3,3076,Prime Video,2023.0,Matt Angel,"Lulu Wilson,Seann William Scott",3.99
270,Woman in Gold,4.8,8630,Prime Video,2015.0,Simon Curtis,"Ryan Reynolds,Helen Mirren,Katie Holmes",3.99
271,The Punisher,4.6,3269,Prime Video,2004.0,Jonathan Hensleigh,"Thomas Jane,John Travolta,Samantha Mathis",3.79
272,Igor,4.6,1137,Prime Video,2008.0,Anthony Leondis,"Steve Buscemi,John Cleese,Jennifer Coolidge",3.79
273,Drag Me To Hell,4.4,5374,Prime Video,2009.0,Sam Raimi,"Alison Lohman,Justin Long,Lorna Raver,Dileep Rao",3.79
274,Summer Rental,4.7,5827,Prime Video,1985.0,Carl Reiner,"John Candy,Richard Crenna",3.79
275,Kung Food,4.2,41,Prime Video,2021.0,Sun Haipeng,"Koula Kyriaki Glyptou,Grace Samson,Barry Samson",3.79
276,Charlotte's Web,4.8,9127,Prime Video,2006.0,Gary Winick,"Julia Roberts,Dakota Fanning,Steve Buscemi",3.79
277,Chaos,4.4,1506,Prime Video,2008.0,Tony Giglio,"Jason Statham,Ryan Phillippe,Wesley Snipes",3.79
278,Rise of the Planet of the Apes,4.7,15320,Prime Video,2011.0,Rupert Wyatt,"James Franco,Brian Cox,John Lithgow,Freida Pinto",3.99
279,The Mask,4.7,19139,Prime Video,1994.0,Chuck Russell,"Jim Carrey,Cameron Diaz,Peter Riegert,Peter Greene",3.99
280,The Cutting Edge: Chasing The Dream,4.5,959,Prime Video,2008.0,Stuart Gillard,"Matt Lanter,Francia Raisa,Sarah Gadon,Christy Romano",3.99
281,Before We Go,4.5,1753,Prime Video,2015.0,Chris Evans,"Alice Eve,Chris Evans,Daniel Spink,Elijah Moreland",3.99
282,Maleficent (Theatrical),4.8,55016,Prime Video,2014.0,Robert Stromberg,"Angelina Jolie,Sharlto Copley,Elle Fanning,Sam Riley",3.79
283,Case 39,4.4,2172,Prime Video,2010.0,Christian Alvart,"Renee Zellweger,Jodelle Ferland,Adrian Lester",3.99
284,Rumble,4.6,232,Prime Video,2021.0,Hamish Grieve,"Geraldine Viswanathan,Will Arnett,Stephen A. Smith",3.99
285,Get Close,4.0,63,Prime Video,2023.0,Derrick Hammond,"Jamal Woolard,Markice Moore,Kierra Pitts",3.99
286,Promising Young Woman,4.5,41966,Prime Video,2020.0,Emerald Fennell,"Carey Mulligan,Bo Burnham,Alison Brie,Clancy Brown",3.99
287,Deadfall,4.3,1580,Prime Video,2021.0,Stefan Ruzowitzky,"Eric Bana,Olivia Wilde,Charlie Hunnam,Kate Mara",3.99
288,October Sky,4.8,7872,Prime Video,1999.0,Joe Johnston,"Jake Gyllenhaal,Chris Cooper,Laura Dern",3.79
289,Rumble,4.6,232,Prime Video,2021.0,Hamish Grieve,"Geraldine Viswanathan,Will Arnett,Stephen A. Smith",3.99
290,Get Close,4.0,63,Prime Video,2023.0,Derrick Hammond,"Jamal Woolard,Markice Moore,Kierra Pitts",3.99
291,Promising Young Woman,4.5,41966,Prime Video,2020.0,Emerald Fennell,"Carey Mulligan,Bo Burnham,Alison Brie,Clancy Brown",3.99
292,Case 39,4.4,2172,Prime Video,2010.0,Christian Alvart,"Renee Zellweger,Jodelle Ferland,Adrian Lester",3.99
293,The Gambler,4.1,6453,Prime Video,2014.0,"Dick Lowry,Rupert Wyatt","Brie Larson,Mark Wahlberg",3.99
294,Just Getting Started,4.1,1585,Prime Video,2017.0,Ron Shelton,"Morgan Freeman,Tommy Lee Jones,Rene Russo",3.99
295,Daniel Tiger's Neighborhood: Tiger Family Trip,4.7,303,Prime Video,2012.0,Vadim Kapridov,"Addison Holley,Amariah Faulkner,Jake Beale",2.29
296,Saving Christmas Spirit,5.0,1,Prime Video,2022.0,Wendy Faraone,"Ashley Newbrough,James Robinson,Jake Satow",2.29
297,Valerian and the City of a Thousand Planets,4.5,23275,Prime Video,2017.0,Luc Besson,"Dane DeHaan,Cara Delevingne,Clive Owen,Rihanna",2.29
298,Riding The Bullet,4.4,446,Prime Video,2004.0,Mick Garris,"Jonathan Jackson,David Arquette,Cliff Robertson",3.79
300,The Shape of Water,4.6,6100,Prime Video,2017.0,Guillermo Del Toro,"Sally Hawkins,Michael Shannon,Richard Jenkins",3.79
301,The Other End of the Line,4.5,674,Prime Video,2008.0,James Dodson,"Jesse Metcalfe,Austin Basis,Larry Miller,Anupam Kher",4.29
302,J.D.'s Revenge,4.7,368,Prime Video,1976.0,Arthur Marks,"Glynn Turman,Lou Gossett Jr.,Alice Jubert,Carl Crudup",4.29
303,Steve and Maggie - Spooktacular Special (Vol. 14),4.0,24,Prime Video,2021.0,Wattsenglish Ltd.,"Steve,Maggie",0.99
304,Doubting Thomas,4.1,2781,Prime Video,2018.0,Will McFadden,"Jamie Hector,Will McFadden,Sarah Butler",0.99
306,The Name of the Rose,4.5,2505,Prime Video,1986.0,Jean-Jacques Annaud,"Sean Connery,Christian Slater,Ron Perlman",3.99
307,The SpongeBob SquarePants Movie,4.8,7355,Prime Video,2004.0,"Stephen Hillenburg,Mark Osborne","Tom Kenny,Clancy Brown,Rodger Bumpass,Jeffrey Tambor",3.79
308,Woman in Gold,4.8,8630,Prime Video,2015.0,Simon Curtis,"Ryan Reynolds,Helen Mirren,Katie Holmes",3.99
309,Let Him Go,4.3,48717,Prime Video,2020.0,Thomas Bezucha,"Diane Lane,Kevin Costner,Lesley Manville",3.99
310,The Finest Hour,4.1,65,Prime Video,1992.0,Shimon Dotan,"Rob Lowe,Gale Hansen",3.99
311,Little Italy,4.4,2064,Prime Video,2018.0,Donald Petrie,"Emma Roberts,Hayden Christensen,Alyssa Milano",3.99
312,"Yours, Mine & Ours",4.7,1481,Prime Video,2005.0,Raja Gosnell,"Dennis Quaid,Rene Russo,Sean Faris,Katija Pevec",3.99
313,Domestic Disturbance,4.4,366,Prime Video,2001.0,Harold Becker,"John Travolta,Vince Vaughn,Teri Polo,Rebecca Tilney",3.99
314,Sid is Dead,4.0,87,Prime Video,2023.0,Eli Gonda,"Joey Bragg,Tyler Alvarez,Jack Griffo",2.99
315,The Little Vampire,4.8,7717,Prime Video,2017.0,"Richard Claus,Karsten Kiilerich","Jim Carter,Rasmus Hardiker,Amy Saville",3.79
316,Hot Tub Time Machine 2,4.2,6849,Prime Video,2015.0,Steve Pink,"Rob Corddry,Craig Robinson",3.79
317,Harry Potter and the Sorcerer's Stone,4.8,87774,Prime Video,2001.0,Chris Columbus,"Daniel Radcliffe,Rupert Grint,Emma Watson,John Cleese",3.79
319,Overlord,4.3,7845,Prime Video,2018.0,Julius Avery,"Jovan Adepo,Wyatt Russell,Pilou Asbaek,John Magaro",3.59
320,Overlord,4.3,7845,Prime Video,2018.0,Julius Avery,"Jovan Adepo,Wyatt Russell,Pilou Asbaek,John Magaro",3.59
321,Monster Family,4.5,1278,Prime Video,2018.0,Holger Tappe,"Emily Watson,Jason Isaacs,Nick Frost",3.59
322,Dracula,4.7,2225,Prime Video,1931.0,Tod Browning,"Bela Lugosi,David Manners,Edward Van Sloan",3.59
323,A Royal In Paradise,4.5,82,Prime Video,2023.0,Adrian Powers,"Rhiannon Fish,Mitchell Bourke",3.59
324,The Little Vampire,4.8,7717,Prime Video,2017.0,"Richard Claus,Karsten Kiilerich","Jim Carter,Rasmus Hardiker,Amy Saville",3.79
325,Where the Buffalo Roam,4.6,1744,Prime Video,1980.0,nbcu,"Peter Boyle,Bill Murray,Bruno Kirby,Rene Auberjonois",3.59
326,Quantum of Solace,4.6,8596,Prime Video,2008.0,Marc Forster,"Daniel Craig,Olga Kurylenko,Mathieu Amalric",3.99
327,Cop Shop,4.6,3,Prime Video,2021.0,Joe Carnahan,"Gerard Butler,Frank Grillo,Alexis Louder,Toby Huss",3.99
328,Jurassic World,4.7,87364,Prime Video,2015.0,Colin Trevorrow,"Chris Pratt,Bryce Dallas Howard,Vincent D'Onofrio",3.79
329,Saw V,4.5,2018,Prime Video,2008.0,David Hackl,"Tobin Bell,Costas Mandylor,Scott Patterson",3.99
330,A Haunted House,4.5,4557,Prime Video,2013.0,Michael Tiddes,"Marlon Wayans,Essence Atkins",3.99
331,Jesse Stone: No Remorse,4.8,6252,Prime Video,2010.0,Robert Harmon,"Gil Anderson,Tom Selleck,Kathy Baker,Kohl Sudduth",3.59
332,White Boy Rick,4.4,7160,Prime Video,2018.0,Yann Demange,"Matthew McConaughey,Richie Merritt,Bel Powley",3.99
333,Interstellar,4.7,99475,Prime Video,2014.0,Christopher Nolan,Jessica Chastain,3.99
334,Honest Thief,4.4,38526,Prime Video,2020.0,Mark Williams,"Liam Neeson,Kate Walsh,Robert Patrick,Anthony Ramos",3.99
335,Tulsa,4.5,1780,Prime Video,2020.0,Scott Pryor AND Gloria Stella,"Scott Pryor,Livi Birch,John Schneider",3.99
336,Alexandria,5.0,1,Prime Video,2010.0,Nick Gillam-Smith,Bettany Hughes,3.99
337,The Girl with All the Gifts,4.3,3747,Prime Video,2017.0,Colm McCarthy,"Gemma Arterton,Paddy Considine,Glenn Close",3.99
338,Honest Thief,4.4,38526,Prime Video,2020.0,Mark Williams,"Liam Neeson,Kate Walsh,Robert Patrick,Anthony Ramos",3.99
339,Break Every Chain,4.6,1199,Prime Video,2023.0,Tim Searfoss,"Ignacyo Matynia,Dean Cain,Krystian Leonard",2.99
340,Jack Reacher,4.6,32102,Prime Video,2012.0,---,"Tom Cruise,Rosamund Pike,Richard Jenkins",3.99
341,The Fog (1980),4.7,6440,Prime Video,1980.0,John Carpenter,"Adrienne Barbeau,Jamie Lee Curtis,Janet Leigh",3.99
342,She's Out of My League,4.7,2952,Prime Video,2010.0,Jim Field Smith,"Mike Vogel,Alice Eve,Krysten Ritter,T.J. Miller",3.19
343,High Ground,4.1,255,Prime Video,2021.0,Stephen Maxwell Johnson,"Jacob Junior Nayinggul,Simon Baker,Jack Thompson",2.99
344,The SpongeBob Movie: Sponge on the Run,4.5,9207,Prime Video,2021.0,Tim Hill,"Tim Hill,Clancy Brown,Bill Fagerbakke",3.99
345,The Murders in the Rue Morgue,4.4,84,Prime Video,1986.0,Jeannot Szwarc,"George C. Scott,Rebecca De Mornay,Ian McShane",3.99
346,Tulsa,4.5,1780,Prime Video,2020.0,Scott Pryor AND Gloria Stella,"Scott Pryor,Livi Birch,John Schneider",3.99
348,"PAW Patrol: Ready, Race, Rescue",4.7,1956,Prime Video,2019.0,---,"Devan Cohen,Owen Mason,Kallan Holley,Gage Munroe",4.49
349,Dirty Dancing,4.8,39246,Prime Video,1987.0,Emile Ardolino,"Patrick Swayze,Jennifer Grey,Jerry Orbach",4.49
350,The Crucifixion,4.1,2662,Prime Video,2017.0,Xavier Gens,"Sophie Cookson,Corneliu Ulici,Brittany Ashworth",4.49
351,Robocop (2014),4.4,14280,Prime Video,2014.0,JosÃ© Padilha,"Jay Baruchel,Abbie Cornish",3.89
352,Scary Stories to Tell in the Dark,4.3,28201,Prime Video,2019.0,Andre Ovredal,"Zoe Colletti,Michael Garza,Gabriel Rush,Dean Norris",3.79
353,Interstellar,4.7,99475,Prime Video,2014.0,Christopher Nolan,Jessica Chastain,3.79
354,Where the Buffalo Roam,4.6,1744,Prime Video,1980.0,nbcu,"Peter Boyle,Bill Murray,Bruno Kirby,Rene Auberjonois",3.59
355,Luce,4.1,8008,Prime Video,2019.0,Julius Onah,"Naomi Watts,Octavia Spencer,Kelvin Harrison Jr.",3.99
356,Jesse Stone: Thin Ice,4.8,9157,Prime Video,2009.0,Robert Harmon,"Gil Anderson,Tom Selleck,Kathy Baker,Camryn Manheim",3.59
357,The Addams Family,4.7,14173,Prime Video,1991.0,Barry Sonnenfeld,"Raul Julia,Anjelica Huston,Christopher Lloyd",2.89
358,Danger Close,4.3,4070,Prime Video,2019.0,Kriv Stenders,"Travis Fimmel,Luke Bracey,Daniel Webber",2.89
359,A Princess for Christmas,4.8,3955,Prime Video,2011.0,Michael Damian,"Katie McGrath,Sir Roger Moore,Sam Heughan",2.89
360,So Undercover,4.3,548,Prime Video,2013.0,Tom Vaughan,"Miley Cyrus,Jeremy Piven,Kelly Osbourne",2.89
362,The Big Lebowski,4.7,27622,Prime Video,1998.0,Ethan Coen,"Jeff Bridges,John Goodman,Julianne Moore",2.89
363,Punisher: War Zone,4.4,1352,Prime Video,2008.0,Lexi Alexander,"Ray Stevenson,Dominic West,Julie Benz",3.99
364,Saw 5 (Unrated),4.6,1417,Prime Video,2008.0,David Hackl,"Tobin Bell,Costas Mandylor,Scott Patterson",3.99
365,Radio Rebel,4.6,262,Prime Video,2012.0,Peter Howitt,"Debby Ryan,Sarena Parmar,Adam DiMarco",3.99
366,Janky Promoters,4.5,945,Prime Video,2009.0,Marcus Raboy,"Ice Cube,Mike Epps,Tiffany Haddish",3.99
367,Ghostbusters: Afterlife,4.6,89389,Prime Video,2021.0,Jason Reitman,"Paul Rudd,Carrie Coon,Finn Wolfhard,Mckenna Grace",12.99
368,Daylight's End,4.0,999,Prime Video,2016.0,William Kaufman,"Johnny Strong,Lance Henriksen,Louis Mandylor",12.99
369,Wish You Well,4.6,577,Prime Video,2015.0,Darnell Martin,"Ellen Burstyn,Mackenzie Foy,Josh Lucas,Ned Bellamy",12.99
370,Jesse Stone: Innocents Lost,4.8,9392,Prime Video,2011.0,Dick Lowry,"Gil Anderson,Tom Selleck,Kathy Baker,Kohl Sudduth",3.59
371,Satyaprem Ki Katha,4.1,41,Prime Video,2023.0,Sameer Vidwans,"Kartik Aaryan,Kiara Advani,Supriya Pathak Kapur",3.59
372,A Better Life,4.7,1377,Prime Video,2011.0,Chris Weitz,"Demian Bichir,Eddie 'Piolin' Sotelo,JoaquÃ­n Cosio",3.99
373,Sonic the Hedgehog,4.6,129546,Prime Video,2020.0,Jeff Fowler,"James Marsden,Tika Sumpter,Jim Carrey",3.79
374,Orphan: First Kill,4.2,4779,Prime Video,2022.0,William Brent Bell,"Isabelle Fuhrman,Rossif Sutherland,Julia Stiles",3.99
375,Point Break,4.7,10423,Prime Video,1991.0,Kathryn Bigelow,"Patrick Swayze,Keanu Reeves,Gary Busey,Lori Petty",3.99
376,Identity Thief,4.7,16894,Prime Video,2013.0,Seth Gordon,"Jason Bateman,Melissa McCarthy,Jon Favreau",3.99
377,Venom: Let There Be Carnage,4.5,70514,Prime Video,2021.0,Andy Serkis,"Tom Hardy,Woody Harrelson,Michelle Williams",3.99
378,Bad Boys for Life,4.6,80844,Prime Video,2020.0,"Adil El Arbi,Bilall Fallah","Will Smith,Martin Lawrence,Vanessa Hudgens",3.99
379,The Commuter,4.5,7007,Prime Video,2018.0,Jaume Serra,"Liam Neeson,Vera Farmiga,Patrick Wilson",3.79
380,Unfriended: Dark Web,4.2,3546,Prime Video,2018.0,Stephen Susco,"Colin Woodell,Betty Gabriel,Rebecca Rittenhouse",3.79
381,Dr. Seuss' Cat In The Hat,4.7,8189,Prime Video,2003.0,Bo Welch,"Mike Myers,Dakota Fanning,Spencer Breslin",3.79
382,The Voices,4.2,6460,Prime Video,2015.0,Marjane Satrapi,"Ryan Reynolds,Anna Kendrick,Gemma Arterton",3.79
383,Captive State,4.1,2272,Prime Video,2019.0,Rupert Wyatt,"John Goodman,Ashton Sanders,Jonathan Majors",3.79
385,Gotti,4.1,2901,Prime Video,2018.0,Kevin Connolly,"John Travolta,Spencer LoFranco,Kelly Preston",2.99
386,Oculus,4.3,3572,Prime Video,2014.0,Mike Flanagan,"Karen Gillan,Brenton Thwaites,Katee Sackhoff",2.99
387,Blacktop,4.1,36,Prime Video,2000.0,T.J. Scott,"Kristin Davis,Meat Loaf,Lochlyn Munro",2.99
388,News of the World,4.4,59503,Prime Video,2020.0,Paul Greengrass,"Tom Hanks,Helena Zengel",2.99
389,Robert the Bruce,4.0,14,Prime Video,2019.0,Richard Gray,"Angus Macfadyen,Jared Harris,Anna Hutchinson",2.99
390,The Last Witch Hunter,4.6,17180,Prime Video,2015.0,Breck Eisner,"Vin Diesel,Elijah Wood,Rose Leslie",2.99
391,Mrs. Harris Goes to Paris,4.7,7829,Prime Video,2022.0,Anthony Fabian,"Lesley Manville,Isabelle Huppert,Lambert Wilson",3.99
